namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin
TORAJA UTARA,5_eva_stevany.jpg,Partai NasDem,98855,5,EVA STEVANY RATABA,Perempuan
KOTA PALOPO,6_andri_alimuddin.jpg,Partai NasDem,189805,6,ANDRI ALIMUDDIN,Laki-Laki
KOTA PALOPO,7_agustini.jpg,Partai NasDem,183885,7,AGUSTINI,Perempuan
JAKARTA SELATAN,1_Malkan_Amin.jpg,Partai NasDem,17803,1,H. M. MALKAN AMIN,Laki-Laki
JAKARTA SELATAN,tina_noor_alam.jpg,Partai NasDem,293439,2,"Dra. Hj. TINA NUR ALAM, M.M",Perempuan
JAKARTA TIMUR,3_Allorante.jpg,Partai NasDem,11964,3,Drs. A.R.ALLORANTE,Laki-Laki
KOTA KENDARI,4_Mudhar_Bintang.jpg,Partai NasDem,157307,4,DRS. H. MUDHAR BINTANG,Laki-Laki
KOLAKA UTARA,FOTO.jpg,Partai NasDem,139056,5,"BOBY ALIMUDDIN, SE",Laki-Laki
KOTA KENDARI,FOTO RATU SADJAR.jpg,Partai NasDem,298440,6,RATU SADJAR,Perempuan
JAKARTA SELATAN,Rachmad Gobel.jpeg,Partai NasDem,6099,1,RACHMAD GOBEL,Laki-Laki
GORONTALO,Rustam Akili.jpeg,Partai NasDem,6143,2,"Dr. RUSTAM HS AKILI, S.H.,M.H",Laki-Laki
KOTA GORONTALO,Hj. Lola Junus_Foto.jpg,Partai NasDem,6185,3,"HJ. LOLA JUNUS, S.Mn.,M.H",Perempuan
MAMUJU,SULBAR_H.ADNAN.jpg,Partai NasDem,17740,1,H. ANWAR ADNAN SALEH,Laki-Laki
MAMUJU,NURAIDA.jpeg,Partai NasDem,294052,2,HJ. NURAIDA SUHAENA,Perempuan
JAKARTA SELATAN,ratih_megasari.jpg,Partai NasDem,8997,3,"RATIH MEGASARI SINGKARRU, MSc",Perempuan
POLEWALI MANDAR,salim_mengga.jpeg,Partai NasDem,169536,4,SALIM S. MENGGA,Laki-Laki
KOTA AMBON,WhatsApp Image 2018-06-25 at 17.17.06.jpeg,Partai NasDem,17728,1,"ROSITA USMAN, SH, MH",Perempuan
MALUKU TENGAH,Scan Foto Abdullah tuasikal Maluku.jpg,Partai NasDem,28120,2,"Ir. ABDULLAH TUASIKAL, M.Si",Laki-Laki
KOTA AMBON,Roos Far-Far.jpg,Partai NasDem,39763,3,"ROOS FELISTAS FAR-FAR, S.H,. M.H",Perempuan
MINAHASA UTARA,Pass Foto (Biru).jpg,Partai NasDem,16639,4,VICTOR ALEXANDER LOUPATTY,Laki-Laki
JAKARTA SELATAN,hatari.jpg,Partai NasDem,23924,1,"DR. ACHMAD HATARI, SE.,MSI",Laki-Laki
KOTA TERNATE,rusmin_latara.jpg,Partai NasDem,130630,2,IR. RUSMIN LATARA,Laki-Laki
HALMAHERA UTARA,sandy_patriana.jpeg,Partai NasDem,130968,3,"SANDY PATRIANA MAHURA, SH",Perempuan
JAYAPURA,1_sulaeman.jpeg,Partai NasDem,13880,1,H. SULAEMAN L. HAMZAH,Laki-Laki
KOTA DEPOK,2_diben.jpeg,Partai NasDem,17757,2,"DIBEN ELABY, S,Th",Laki-Laki
JAKARTA TIMUR,3_irene.jpg,Partai NasDem,80914,3,"Dra. IRENE L. SIMANJUNTAK, M.A.",Perempuan
JAYAPURA,4_albert_yoku.jpg,Partai NasDem,37554,4,"ALBERTH YOKU, S.Th",Laki-Laki
JAKARTA SELATAN,5_robert_rouw.jpg,Partai NasDem,38943,5,ROBERTH ROUW,Laki-Laki
JAYAWIJAYA,6_na_elisabeth.jpeg,Partai NasDem,155531,6,"INA ELISABETH KOBAK, ST",Perempuan
KOTA JAYAPURA,7_festus_simbiak.jpeg,Partai NasDem,17873,7,"Drs. FESTUS SIMBIAK, M.Pd",Laki-Laki
KOTA JAYAPURA,8_ruben_magai.jpg,Partai NasDem,37348,8,"RUBEN MAGAI, S.IP",Laki-Laki
KOTA JAYAPURA,9_yonice_felle.jpeg,Partai NasDem,188290,9,"YONICE FELLE, S, IP",Perempuan
NDUGA,10_samuel_tabuni.jpeg,Partai NasDem,19523,10,"SAMUEL TABUNI, SE",Laki-Laki
KOTA SORONG,1_Rico_Zia.jpg,Partai NasDem,13581,1,RICO SIA,Laki-Laki
MANOKWARI,2_Obet_Rumbruren.jpg,Partai NasDem,8865,2,"OBET RUMBRUREN, A.Ma.",Laki-Laki
FAKFAK,3_Zulhaidah.jpg,Partai NasDem,12612,3,"ZULHAIDAH KALSUM RENGEN, S.Pd.I",Perempuan
KOTA TARAKAN,1_Ari_Yusnita.jpg,Partai NasDem,15715,1,dr. ARI YUSNITA,Perempuan
BULUNGAN,3_Arkanata.jpg,Partai NasDem,24178,2,"ARKANATA AKRAM, S.T., B.E. (Hons), MEngSc",Laki-Laki
NUNUKAN,2_Rustam.jpg,Partai NasDem,99664,3,"RUSTAM, S.T",Laki-Laki
KOTA DEPOK,FOTO FACHRUDIN.png,Partai Gerakan Perubahan Indonesia,245117,1,FACHRUDDIN N,Laki-Laki
KOTA SUBULUSSALAM,3758_060618_214020.jpeg,Partai Gerakan Perubahan Indonesia,115841,2,DJUNAIDI,Laki-Laki
KOTA LANGSA,10707_290718_203825 fitri.png,Partai Gerakan Perubahan Indonesia,295932,3,FITRI MULIANI,Perempuan
KOTA LHOKSEUMAWE,foto.jpeg,Partai Gerakan Perubahan Indonesia,158892,1,"AGUSTIAWAN NUR, SE",Laki-Laki
ACEH UTARA,foto.png,Partai Gerakan Perubahan Indonesia,164299,2,TGK. MUNTAHA,Laki-Laki
BOGOR,10220_300718_222705 wardani.png,Partai Gerakan Perubahan Indonesia,295809,3,"WARDANI MARLINA, SE",Perempuan
JAKARTA TIMUR,FAISAL.jpg,Partai Gerakan Perubahan Indonesia,85476,1,"FAISAL, S.Kom",Laki-Laki
KOTA MEDAN,2982_010718_114434.jpg,Partai Gerakan Perubahan Indonesia,121304,2,Ir. HUSNI HUSIN,Laki-Laki
KOTA TANGERANG,FOTO.png,Partai Gerakan Perubahan Indonesia,164842,3,"ELEKTA SIANIPAR, S.Kom",Perempuan
MURUNG RAYA,Partai Gerakan Perubahan Indonesia,244505,1,"MUDASIR, A.Md.kep",Laki-Laki
JAKARTA TIMUR,FOTO.png,Partai Gerakan Perubahan Indonesia,165357,2,"SILVIA RISNAWATI SIREGAR, A.Md",Perempuan
JAKARTA TIMUR,FOTO.png,Partai Gerakan Perubahan Indonesia,165435,1,"RISA SUSANTI SIREGAR, SE",Perempuan
MURUNG RAYA,FOTO_WIXEN_NANDO_2773_160718_110213.PDF,Partai Gerakan Perubahan Indonesia,298872,2,WIXEN NANDO,Laki-Laki
KOTA SURABAYA,51_070718_180932.jpg,Partai Gerakan Perubahan Indonesia,133296,1,"DEVI ERAWATI, SE",Perempuan
PESISIR SELATAN,FOTO YULIS.png,Partai Gerakan Perubahan Indonesia,250077,2,YUDI YULIS SATRIA,Laki-Laki
KOTA PADANG,8651_150718_131515 anal.png,Partai Gerakan Perubahan Indonesia,298578,3,ANALIS NURDIN,Laki-Laki
JAKARTA SELATAN,1908_120718_210236 eric.png,Partai Gerakan Perubahan Indonesia,298715,4,ERIC NITARDY SITUMEANG,Laki-Laki
PADANG PARIAMAN,10805_310718_162942 MUS.png,Partai Gerakan Perubahan Indonesia,298891,5,MUSVIRAH,Perempuan
KOTA PADANG,PAS PHOTO.pdf,Partai Gerakan Perubahan Indonesia,241832,1,"SYAHRIL HAMID, A.Md",Laki-Laki
KOTA BUKITTINGGI,8947_250718_134856 mutia.png,Partai Gerakan Perubahan Indonesia,242982,2,MUTIA FERA,Perempuan
AGAM,WhatsApp Image 2018-07-31 at 21.08.37.jpeg,Partai Gerakan Perubahan Indonesia,299372,3,FITRI YENI,Perempuan
KOTA DUMAI,FOTO_4X6_40_300518_215807.png,Partai Gerakan Perubahan Indonesia,223433,1,"AHMAD JONY MARZAINUR, S.H",Laki-Laki
KOTA PEKANBARU,FOTO_DELLA_M_4205_240718_144614.PDF,Partai Gerakan Perubahan Indonesia,298348,2,DELLA MAHARANI,Perempuan
INDRAGIRI HILIR,FOTO_SAIFUL_LANI_3492_060718_224205.png,Partai Gerakan Perubahan Indonesia,298996,1,SAIFUL LANI,Laki-Laki
INDRAGIRI HILIR,FOTO_RAFIDAH_4697_260718_080912.png,Partai Gerakan Perubahan Indonesia,299053,2,RAFIDAH,Perempuan
INDRAGIRI HULU,FOTO_4X6_3869_150718_175938.png,Partai Gerakan Perubahan Indonesia,223716,3,RUSLAN,Laki-Laki
BUNGO,FOTO.png,Partai Gerakan Perubahan Indonesia,206734,1,"BAYU BUDIARTO, S.Sos",Laki-Laki
JAKARTA TIMUR,7561_110718_112406 siti.png,Partai Gerakan Perubahan Indonesia,295382,2,"SITI KHAIRAH HARAHAP, Am.Keb",Perempuan
KOTA PALEMBANG,poto.png,Partai Gerakan Perubahan Indonesia,245216,1,ERI EFFENDI,Laki-Laki
KOTA PALEMBANG,8908_140718_180431.png,Partai Gerakan Perubahan Indonesia,245873,2,"RIKA OKTAVIANI, S.E",Perempuan
KOTA PALEMBANG,1513_040718_164704.png,Partai Gerakan Perubahan Indonesia,249437,3,"MARLYANA, SE., M.Si.",Perempuan
KOTA LUBUKLINGGAU,7443_130718_170722.png,Partai Gerakan Perubahan Indonesia,246773,4,"CITRA KEMALASARI, S.E",Perempuan
JAKARTA TIMUR,poto yohana.png,Partai Gerakan Perubahan Indonesia,102888,1,"YOHANNA MURTIKA, S.H",Perempuan
KOTA PALEMBANG,april hasan.pdf,Partai Gerakan Perubahan Indonesia,250976,2,"Drs. APRIL HASAN, S.H. M.M",Laki-Laki
KOTA TANGERANG,FOTO RENI.png,Partai Gerakan Perubahan Indonesia,296404,3,RENI YULYIANTI,Perempuan
JAKARTA BARAT,WhatsApp Image 2018-07-31 at 16.48.10.jpeg,Partai Gerakan Perubahan Indonesia,298871,4,VIRDA ANISTIA RISKY,Perempuan
KOTA BENGKULU,foto.jpeg,Partai Gerakan Perubahan Indonesia,121712,1,"RAJA HUNTAL GADING HENDRY ARTLIONER SIHITE, SH",Laki-Laki
KOTA BENGKULU,7776_110718_162828 elf.png,Partai Gerakan Perubahan Indonesia,163425,2,"ELVA MEILIYANTI, S.Pd",Perempuan
KOTA BANDAR LAMPUNG,ali.png,Partai Gerakan Perubahan Indonesia,240240,1,"MUHAMMAD ALI, S.H",Laki-Laki
KOTA BANDAR LAMPUNG,foto fitria.png,Partai Gerakan Perubahan Indonesia,241449,2,FITRIA NINGSIH,Perempuan
KOTA BANDAR LAMPUNG,FOTO SUPARDI.png,Partai Gerakan Perubahan Indonesia,240116,3,"S. SUPARDI EFFENDI, S.E",Laki-Laki
KOTA BANDAR LAMPUNG,Partai Gerakan Perubahan Indonesia,257528,4,"DINAR AMBARSARI, S.H",Perempuan
KOTA BANDAR LAMPUNG,Partai Gerakan Perubahan Indonesia,257165,5,FAUZI MALANDA,Laki-Laki
JAKARTA SELATAN,FOTO AFINA.png,Partai Gerakan Perubahan Indonesia,240970,6,AFINA WULANDARI,Perempuan
JAKARTA SELATAN,Partai Gerakan Perubahan Indonesia,249167,1,YEHAMJA ALHAMID,Laki-Laki
JAKARTA SELATAN,Partai Gerakan Perubahan Indonesia,253338,2,NUR ANNISA,Perempuan
JAKARTA SELATAN,7515_ktp_110718_1803.jpg,Partai Gerakan Perubahan Indonesia,243776,3,DIENNING OKTISHINTA AGUNG,Perempuan
KOTA TANJUNGPINANG,FOTO SIGIT.png,Partai Gerakan Perubahan Indonesia,239784,1,SIGIT ALFIAN,Laki-Laki
KOTA TANJUNGPINANG,5977_280718_191254 rulyanti.png,Partai Gerakan Perubahan Indonesia,296095,2,EVI RULIYANTI,Perempuan
KOTA BATAM,FOTO JHONSON.png,Partai Gerakan Perubahan Indonesia,240184,3,"JHONSON RAMOTAN SIALLAGAN, S.H,.M.H",Laki-Laki
KOTA CIMAHI,IKIN SODIKIN.jpg,Partai Gerakan Perubahan Indonesia,248639,1,"Dr., Drs. IKIN SODIKIN, M.Si",Laki-Laki
KOTA CIMAHI,foto.jpeg,Partai Gerakan Perubahan Indonesia,134109,2,"NURJAMAN, S.E",Laki-Laki
JAKARTA SELATAN,FOTO_DitaAmaliaUmar.jpg,Partai Gerakan Perubahan Indonesia,249730,3,DITA AMALIA UMAR,Perempuan
JAKARTA SELATAN,foto.jpeg,Partai Gerakan Perubahan Indonesia,132658,1,FACHMI KURNIADIN,Laki-Laki
JAKARTA TIMUR,FOTO.png,Partai Gerakan Perubahan Indonesia,258489,2,DIANA FINGKAN,Perempuan
JAKARTA TIMUR,Foto MIFTAHUDIN.png,Partai Gerakan Perubahan Indonesia,258789,1,MIFTAHUDIN,Laki-Laki
JAKARTA TIMUR,foto.jpeg,Partai Gerakan Perubahan Indonesia,122126,2,"HANA CAROLLIN, S.I.Kom., M.I.Kom",Perempuan
KOTA BOGOR,FOTO.png,Partai Gerakan Perubahan Indonesia,173858,3,"DWIKA BUDHYANTARA, S.E",Laki-Laki
JAKARTA UTARA,1 FOTO.png,Partai Gerakan Perubahan Indonesia,259117,1,"WIARTO SASTRORESONO, S.H,S.Sos, M.Si",Laki-Laki
BOGOR,foto.png,Partai Gerakan Perubahan Indonesia,175285,2,"HARUN, S.T",Laki-Laki
JAKARTA UTARA,FOTO_NATALIA_9534_160718_134826.png,Partai Gerakan Perubahan Indonesia,260031,3,NATALIA,Perempuan
KOTA BOGOR,7370_130718_175443 nur.png,Partai Gerakan Perubahan Indonesia,174043,4,LUKMAN NURALIM,Laki-Laki
JAKARTA SELATAN,Intan Foto.png,Partai Gerakan Perubahan Indonesia,251589,5,"INTAN ARYANTI, S.Kom",Perempuan
KOTA DEPOK,6438_020718_160419 rb wahyu.png,Partai Gerakan Perubahan Indonesia,175461,1,"RB.WAHYU WIBOWO, S.E, M.SI.",Laki-Laki
KOTA DEPOK,Foto IWAN SOFYAN.png,Partai Gerakan Perubahan Indonesia,259127,2,IWAN SOFYAN,Laki-Laki
JAKARTA TIMUR,FOTO AMANTYA.png,Partai Gerakan Perubahan Indonesia,225238,3,"AMANTYA KOESRIMARDIYATI, S.SOS, M.Si",Perempuan
KOTA DEPOK,Partai Gerakan Perubahan Indonesia,227135,4,"ROHMAT HIDAYAT, S.H",Laki-Laki
KOTA TANGERANG SELATAN,FOTO-MilaFitria.jpg,Partai Gerakan Perubahan Indonesia,253477,5,"MILA FITRIA, S.E",Perempuan
BEKASI,FOTO.png,Partai Gerakan Perubahan Indonesia,204220,1,MUHAMMAD FAIZ ROZI,Laki-Laki
KOTA BEKASI,FOTO-MEGAKAHRISMA.jpg,Partai Gerakan Perubahan Indonesia,259197,2,MEGA KHARISMA KUSUMAWARNI,Perempuan
BEKASI,FOTO-MUH_FADLI.jpg,Partai Gerakan Perubahan Indonesia,259445,3,"MUHAMMAD FADLILLAH, S.KOM",Laki-Laki
JAKARTA TIMUR,Foto Anita.png,Partai Gerakan Perubahan Indonesia,296954,4,ANITA ANDRIANIE,Perempuan
KOTA CIREBON,foto.jpeg,Partai Gerakan Perubahan Indonesia,135410,1,"R MUHAMMAD ARIEF RAHMAN, S.E",Laki-Laki
CIREBON,foto chintiya.png,Partai Gerakan Perubahan Indonesia,259289,2,CHINTIYA KHOIRUNNISA,Perempuan
JAKARTA TIMUR,FOTO.png,Partai Gerakan Perubahan Indonesia,176749,1,"MOHAMAD IMAM PRAKOSO, S.E",Laki-Laki
JAKARTA PUSAT,foto dety.png,Partai Gerakan Perubahan Indonesia,296479,2,DETTY IRAWATI,Perempuan
JAKARTA UTARA,1073_120718_141217.png,Partai Gerakan Perubahan Indonesia,204473,1,"Laksma TNI (Purn) H. DIDIN ZAINAL ABIDIN, M.M",Laki-Laki
JAKARTA SELATAN,foto nita.png,Partai Gerakan Perubahan Indonesia,297817,2,Dra. NITA SAFTINA,Perempuan
KOTA TASIKMALAYA,1578_310518_184001.png,Partai Gerakan Perubahan Indonesia,258569,1,"MUHAMMAD YUNUS, M.Pd.I",Laki-Laki
JAKARTA UTARA,tati.png,Partai Gerakan Perubahan Indonesia,258931,2,TATI PURWATI,Perempuan
KOTA TASIKMALAYA,aen.png,Partai Gerakan Perubahan Indonesia,258708,3,"AEN ZULKARNAEN, S.Pd.I",Laki-Laki
KOTA PANGKALPINANG,8455_140718_171041 FERDY.png,Partai Gerakan Perubahan Indonesia,226046,1,FERDY EFANDY,Laki-Laki
BANGKA TENGAH,FOTO.png,Partai Gerakan Perubahan Indonesia,159468,2,"LEYLA FAJRI, S.I.Pust",Perempuan
JAKARTA TIMUR,RizkyOlyviaNasution.jpg,Partai Gerakan Perubahan Indonesia,244462,1,"RIZKY OLYVIA NASUTION, S.IP",Perempuan
JAKARTA TIMUR,foto.png,Partai Gerakan Perubahan Indonesia,245031,2,"FRISTIN AUGUSTINUS, S.E, M.H",Laki-Laki
JAKARTA SELATAN,ASTRI.png,Partai Gerakan Perubahan Indonesia,246417,3,ASTRI CHAIRINA,Perempuan
JAKARTA PUSAT,raymond.jpg,Partai Gerakan Perubahan Indonesia,241484,1,RAYMOND LAKSMANADI K,Laki-Laki
JAKARTA PUSAT,FOTO YON KUN.png,Partai Gerakan Perubahan Indonesia,292669,2,YON KUN ARSOYO,Laki-Laki
JAKARTA SELATAN,FOTO.png,Partai Gerakan Perubahan Indonesia,164899,3,NATALIA WULANDARI,Perempuan
JAKARTA PUSAT,FIKI_RAFIKAH.jpg,Partai Gerakan Perubahan Indonesia,242538,4,FIKI RAFIQAH,Perempuan
JAKARTA SELATAN,FOTO.png,Partai Gerakan Perubahan Indonesia,246926,1,Ir. SATRIO PRATOMO,Laki-Laki
JAKARTA BARAT,9794_190718_191407.png,Partai Gerakan Perubahan Indonesia,294158,2,NAJYA CAMILA BASALAMAH,Perempuan
KOTA SEMARANG,FOTO.png,Partai Gerakan Perubahan Indonesia,176463,1,RAHAYU SENJAYAWATI,Perempuan
KOTA SEMARANG,foto.png,Partai Gerakan Perubahan Indonesia,225059,2,SAIFUL MUJAB,Laki-Laki
KOTA SEMARANG,foto.png,Partai Gerakan Perubahan Indonesia,225219,3,"SUMIYATI, S.ST., M.Kes",Perempuan
REMBANG,FOTO.png,Partai Gerakan Perubahan Indonesia,233578,1,"NELY RAHMAWATI ZAIMAH, M.Pd.I",Perempuan
REMBANG,FOTO.png,Partai Gerakan Perubahan Indonesia,234580,2,TEGUH STIAWAN,Laki-Laki
JAKARTA BARAT,3533_170718_093924.png,Partai Gerakan Perubahan Indonesia,234355,3,ILHAM SETIAWAN,Laki-Laki
JAKARTA TIMUR,foto.png,Partai Gerakan Perubahan Indonesia,119143,1,ABDULLAH MANSURI,Laki-Laki
JAKARTA TIMUR,FOTO.png,Partai Gerakan Perubahan Indonesia,225600,2,PUTRI CHOIRUNNISYA,Perempuan
PATI,foto siti.png,Partai Gerakan Perubahan Indonesia,225924,3,SITI ULIN NIKMAH,Perempuan
GROBOGAN,foto tatang.png,Partai Gerakan Perubahan Indonesia,225502,4,TATANG WAHYU JATMIKO PUJI SIGIT PRAYOGO,Laki-Laki
KOTA SEMARANG,foto.jpeg,Partai Gerakan Perubahan Indonesia,160286,1,BAMBANG SETIAWAN,Laki-Laki
SLEMAN,foto.png,Partai Gerakan Perubahan Indonesia,175386,2,"ANTONIUS SRI NURSASONGKO KURNIAWAN, S.H",Laki-Laki
BIMA,Foto Nur Fitriani.pdf,Partai Gerakan Perubahan Indonesia,237341,3,NUR FITRIANI,Perempuan
KOTA BANDAR LAMPUNG,FOTO.png,Partai Gerakan Perubahan Indonesia,227625,1,Dra. SITI ZAINAB,Perempuan
REMBANG,foto.png,Partai Gerakan Perubahan Indonesia,227992,2,MOCH SAID MUBAROK,Laki-Laki
KOTA BEKASI,imam.jpeg,Partai Gerakan Perubahan Indonesia,226240,1,IMAM HADI KURNIA,Laki-Laki
JAKARTA TIMUR,FOTO.png,Partai Gerakan Perubahan Indonesia,226957,2,SYAHRUL REZA SAPUTRA M,Laki-Laki
JAKARTA TIMUR,FOTO.png,Partai Gerakan Perubahan Indonesia,226547,3,RIZKA PUTRI RAMADHANI,Perempuan
JAKARTA TIMUR,foto Rissa pdf.pdf,Partai Gerakan Perubahan Indonesia,298635,1,RISSA RESTININGRUM,Perempuan
REMBANG,Foto Mubaedah.pdf,Partai Gerakan Perubahan Indonesia,230932,1,MUBAEDAH,Perempuan
KOTA BEKASI,foto.png,Partai Gerakan Perubahan Indonesia,231524,2,M.SAHLAN ASSIDIQ,Laki-Laki
REMBANG,New Doc 2018-07-29_8.pdf,Partai Gerakan Perubahan Indonesia,225170,1,AHMAD ZAIEN AMRONI,Laki-Laki
BREBES,POTO.png,Partai Gerakan Perubahan Indonesia,232697,2,SILVIYANI OKTAVIDYA,Perempuan
JAKARTA TIMUR,diah photo.png,Partai Gerakan Perubahan Indonesia,253932,3,DIAH FEBRIYANTI,Perempuan
JAKARTA TIMUR,foto.jpeg,Partai Gerakan Perubahan Indonesia,133571,1,"BRAMANDITYO ADHI BASKORO, S.H",Laki-Laki
JAKARTA TIMUR,7436_100718_153721.png,Partai Gerakan Perubahan Indonesia,173214,2,CITRA SEPTRIANA,Perempuan
MURUNG RAYA,3504_250518_211227.jpg,Partai Gerakan Perubahan Indonesia,109896,1,DONI SAPUTRA,Laki-Laki
KOTA BEKASI,ditya.png,Partai Gerakan Perubahan Indonesia,296441,2,"HUMAIRA DITYA SITARESMI, S.S",Perempuan
JAKARTA TIMUR,9548_170718_224608.jpg,Partai Gerakan Perubahan Indonesia,299443,3,LIDYA RUSLI,Perempuan
JAKARTA BARAT,3421_280518_145351.png,Partai Gerakan Perubahan Indonesia,220764,1,"ERLIN CAHAYA SUGIARTI, S.H., M.H",Perempuan
JAKARTA TIMUR,7674_150718_140459.png,Partai Gerakan Perubahan Indonesia,229481,2,M. DAHLAN ZAINI,Laki-Laki
JAKARTA BARAT,FOTO.png,Partai Gerakan Perubahan Indonesia,220770,1,MUHAMMAD HOLIL ASHARI,Laki-Laki
JAKARTA TIMUR,8405_ktp_140718_2202Jatim III.jpg,Partai Gerakan Perubahan Indonesia,234651,2,SURYANI,Perempuan
SAMPANG,IMG-4448.JPG,Partai Gerakan Perubahan Indonesia,233303,1,RONI ANJARI,Laki-Laki
PROBOLINGGO,foto 4x6.JPG,Partai Gerakan Perubahan Indonesia,253193,2,SITI MUSYARIFAH,Perempuan
JAKARTA UTARA,9591_160718_161315.png,Partai Gerakan Perubahan Indonesia,261076,3,NOVA KAMARIYAH,Perempuan
REMBANG,9978_170718_100243.jpg,Partai Gerakan Perubahan Indonesia,299517,1,"TAMRIN, S.H",Perempuan
MALANG,4648_140718_154441 sulis.png,Partai Gerakan Perubahan Indonesia,234102,2,SULISTIANING SASIH,Perempuan
BLITAR,FOTO.png,Partai Gerakan Perubahan Indonesia,218149,1,SUGENG HARIADI,Laki-Laki
KOTA SURABAYA,foto.png,Partai Gerakan Perubahan Indonesia,221732,2,SUKARTININGSIH,Perempuan
OGAN KOMERING ULU,gambar/foto-merah2.jpg,Partai Gerakan Perubahan Indonesia,236952,1,"AHMAD MUCHLIS FANANI, S.Kom",Laki-Laki
BANYUWANGI,foto.png,Partai Gerakan Perubahan Indonesia,298710,2,"WIDI SETYOWATI, S.Kom",Perempuan
JAKARTA SELATAN,79_140718_111320 ainun.png,Partai Gerakan Perubahan Indonesia,230238,1,MUHAMMAD AINUN NAJIB,Laki-Laki
JAKARTA TIMUR,9261_150718_180338 VIII.png,Partai Gerakan Perubahan Indonesia,230649,2,PUTRI INDAH SARI,Perempuan
KOTA DEPOK,9237_150718_173651 pandu.png,Partai Gerakan Perubahan Indonesia,230788,3,"ARIEF PANDU WIJONARKO, S. Hum",Laki-Laki
REMBANG,ktp affan.png,Partai Gerakan Perubahan Indonesia,299569,1,AHMAD AFFAN ASY SYADDATH,Laki-Laki
KOTA DEPOK,8787_140718_170039.jpg,Partai Gerakan Perubahan Indonesia,298495,2,YULI SUDIANINGSIH,Perempuan
KOTA MALANG,BUDIII.png,Partai Gerakan Perubahan Indonesia,257139,1,BUDI SANTOSO,Laki-Laki
GRESIK,c816a33a-b2f3-4e22-8e1d-579b26837734.jpg,Partai Gerakan Perubahan Indonesia,299825,2,SITI MU'AWANAH,Perempuan
SUMENEP,Ijazah 2.jpg,Partai Gerakan Perubahan Indonesia,232220,1,"MOH. SYAIFUL RAHMAN, S.Kom",Laki-Laki
SAMPANG,8849_160718_211818.png,Partai Gerakan Perubahan Indonesia,257746,2,"FATHURROSI, S.H",Laki-Laki
NGAWI,foto-merah.jpg,Partai Gerakan Perubahan Indonesia,298756,3,ROISATUL MAGHFIROH,Perempuan
SERANG,FOTO -AMINUL HIJRI.jpg,Partai Gerakan Perubahan Indonesia,250687,1,AMINUL HIJRI,Laki-Laki
KOTA CILEGON,1145_100418_175908.jpg,Partai Gerakan Perubahan Indonesia,101843,2,"DIANA MEILANY, S.E",Perempuan
TANGERANG,foto.jpeg,Partai Gerakan Perubahan Indonesia,116241,1,"EKO RIYADI, S. Kom",Laki-Laki
TANGERANG,rineke.jpeg,Partai Gerakan Perubahan Indonesia,243795,2,RINEKE SUNDAH,Perempuan
JAKARTA SELATAN,7563_ktp_100718_1214.jpg,Partai Gerakan Perubahan Indonesia,162799,3,GITA OKTAVIANI,Perempuan
GIANYAR,20180726_095401.jpg,Partai Gerakan Perubahan Indonesia,235476,1,I WAYAN M DANA ADNYANA,Laki-Laki
KOTA DENPASAR,8764_140718_114129.png,Partai Gerakan Perubahan Indonesia,251911,2,"I NYOMAN KANTUN, S.H, M.M, M.H",Laki-Laki
GIANYAR,POTO IDA AYU.png,Partai Gerakan Perubahan Indonesia,258063,3,IDA AYU SURYAWATI,Perempuan
GIANYAR,foto agung.png,Partai Gerakan Perubahan Indonesia,257885,4,"ANAK AGUNG GDE HARYA PUTRA, S.S",Laki-Laki
JAKARTA PUSAT,Partai Gerakan Perubahan Indonesia,299989,5,LISMA,Perempuan
SUMBAWA,208_130518_154911.png,Partai Gerakan Perubahan Indonesia,224936,1,H. A. KAHAR KARIM,Laki-Laki
KOTA MATARAM,72_120518_004314.jpg,Partai Gerakan Perubahan Indonesia,113246,2,"HJ. DORA AREDEANI SOFIASTUTI, S.H",Perempuan
KOTA BIMA,phot0,Partai Gerakan Perubahan Indonesia,237033,3,DARWIS SANUDDIN,Laki-Laki
KOTA MATARAM,73_020718_092550 RUSNKI.png,Partai Gerakan Perubahan Indonesia,225476,1,"H. AHMAD RUSNI, S.E., M.Pd.",Laki-Laki
LOMBOK BARAT,PHOTO.png,Partai Gerakan Perubahan Indonesia,238562,2,SUARDANI,Perempuan
KOTA MATARAM,PHOTO.png,Partai Gerakan Perubahan Indonesia,239981,3,STEFANI SAOUMI SAPITRI,Perempuan
KOTA SURABAYA,PHOTO.png,Partai Gerakan Perubahan Indonesia,240702,4,"RINA DWI ASTUTI, S.Sos",Perempuan
SUMBAWA,PHOTO.png,Partai Gerakan Perubahan Indonesia,241839,5,"TENRI ABENG, S.E",Perempuan
KOTA KUPANG,2368_130718_175147 antonio.png,Partai Gerakan Perubahan Indonesia,215206,1,"ANTONIO MARIO LANANG, S.T",Laki-Laki
KUPANG,8434_120718_165918 woso.png,Partai Gerakan Perubahan Indonesia,215862,2,"WALDETRUDIS WOSO, S.Sos",Perempuan
ENDE,7539_100718_083021 joseph.png,Partai Gerakan Perubahan Indonesia,214380,3,"JOSEPH BONA MANGGO, S.E",Laki-Laki
SIKKA,FOTO.png,Partai Gerakan Perubahan Indonesia,299633,4,MARIA ROHANIWATI DUA NURAK DA LOPEZ,Perempuan
