namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin,idPartai,idDapil,idPro
KOTA KUPANG,E-FOTO_SALESTINA_NTT II.jpg,Partai Kebangkitan Bangsa,62724,4,"SELESTINA IMACULATA F. SANBEIN, S.Pd",Perempuan,1,61,55065
JAKARTA TIMUR,E-Foto_Ponco Kono_NTT II.jpg,Partai Kebangkitan Bangsa,21174,5,"PONCO SULISTYO KONO, SE",Laki-Laki,1,61,55065
KOTA KUPANG,E-FOTO_GRACE FROULINE_NTT II.jpg,Partai Kebangkitan Bangsa,21032,6,GRACE FROULINE PEQUITA NDOEN,Perempuan,1,61,55065
KOTA KUPANG,E-Foto_Drs.Lambertus L. IBI RITI_NTT II.jpg,Partai Kebangkitan Bangsa,21130,7,"DRS. LAMBERTUS L. IBI RITI, MT",Laki-Laki,1,61,55065
JAKARTA BARAT,FOTO_DANIEL JOHAN.jpg,Partai Kebangkitan Bangsa,21564,1,DANIEL JOHAN,Laki-Laki,1,62,58285
JAKARTA SELATAN,PHOTO RIEFIAN FAJARSYAH.jpeg,Partai Kebangkitan Bangsa,107782,2,"RIEFIAN FAJARSYAH, S.M",Laki-Laki,1,62,58285
KOTA PONTIANAK,FOTO4X6_DEWI MUNAWAR.jpg,Partai Kebangkitan Bangsa,21571,3,Dra. HJ. DEWI MUNAWAR,Perempuan,1,62,58285
KOTA PONTIANAK,FOTO WARNA 4X6_MOCHAMAD AKIP-min_pagenumber.001.jpg,Partai Kebangkitan Bangsa,21269,4,"MOCHAMAD AKIP, S.H., M.M",Laki-Laki,1,62,58285
KOTA PONTIANAK,KALBAR I_FOTO_MUHAMMAD FAUZIE.jpg,Partai Kebangkitan Bangsa,21582,5,"MUHAMMAD FAUZIE, S.Sos",Laki-Laki,1,62,58285
KOTA PONTIANAK,FOTO APRIATI 4X6.jpg,Partai Kebangkitan Bangsa,94003,6,APRIATI NINGSIH,Perempuan,1,62,58285
SINTANG,FOTO4X6.jpg,Partai Kebangkitan Bangsa,159051,7,AGUS HENDRO PRAYITNO,Laki-Laki,1,62,58285
KOTA PONTIANAK,FOTO BARU.jpg,Partai Kebangkitan Bangsa,40860,8,"RATNA WULANDARI, S.E., M.E",Perempuan,1,62,58285
KAPUAS HULU,FOTO.ZAINUDIN_pagenumber.001.jpg,Partai Kebangkitan Bangsa,294293,1,"ZAINUDIN, S.AG, M.PD",Laki-Laki,1,63,58285
SINTANG,syahroni4x6.jpg,Partai Kebangkitan Bangsa,21506,2,SYAHRONI,Laki-Laki,1,63,58285
SINTANG,Rosriana 4x6 W.jpg,Partai Kebangkitan Bangsa,174820,3,ROSRIANA,Perempuan,1,63,58285
SINTANG,Noni Riani 4x6 W.jpg,Partai Kebangkitan Bangsa,175779,4,NONI RIANI,Perempuan,1,63,58285
KOTA SEMARANG,E-Foto_Ali Anshori_Kalimantan Tengah.jpeg,Partai Kebangkitan Bangsa,20976,1,"ALI ANSHORI, S. Ag., M.Si",Laki-Laki,1,64,60371
KOTAWARINGIN TIMUR,4X6 RED.jpg,Partai Kebangkitan Bangsa,31190,2,"IWAN SETIA PUTRA, S.H",Laki-Laki,1,64,60371
KAPUAS,FOTO4X6(NEW)_SYARIPAH.jpg,Partai Kebangkitan Bangsa,39513,3,"SYARIPAH KUMALASARI, S.E",Perempuan,1,64,60371
KOTAWARINGIN TIMUR,E_FOTO 4X6_DJUNAIDY DRAKEL_KALIMANTAN TENGAH.jpg,Partai Kebangkitan Bangsa,141847,4,DJUNAIDY DRAKEL,Laki-Laki,1,64,60371
PULANG PISAU,E-Foto_Diharyo_Kalimantan Tengah.jpg,Partai Kebangkitan Bangsa,21014,5,"DIHARYO, S.T, M.T",Laki-Laki,1,64,60371
KOTAWARINGIN TIMUR,E_FOTO4X6_SARIYANI.jpg,Partai Kebangkitan Bangsa,95225,6,"HJ. SARIYANI, S.H",Perempuan,1,64,60371
BANJAR,FOTO WARNA.jpg,Partai Kebangkitan Bangsa,29542,1,H. SYAMSUL BAHRI ARDY,Laki-Laki,1,65,61965
KOTA BANJARMASIN,FOTO 5R C-WHITE.jpg,Partai Kebangkitan Bangsa,61320,2,"H. A. LATIEF HANAFIAH, M.Sc",Laki-Laki,1,65,61965
BANJAR,foto 1.jpg,Partai Kebangkitan Bangsa,28881,3,"LINA ERLIANI, SE",Perempuan,1,65,61965
JAKARTA SELATAN,1779729_1377063039228877_1611371168_n.jpg,Partai Kebangkitan Bangsa,29591,4,"DR. H. ZAINUL ARIFIN NOOR, S.E., M.M",Laki-Laki,1,65,61965
KOTA BANJARMASIN,foto imut4x6.jpg,Partai Kebangkitan Bangsa,28947,5,MUTHMAINNAH,Perempuan,1,65,61965
BANJAR,IQBAL.jpg,Partai Kebangkitan Bangsa,183168,6,"MUHAMMAD IQBAL KHALILURRAHMAN, S.H",Laki-Laki,1,65,61965
TANAH BUMBU,FOTO BARU_001.jpg,Partai Kebangkitan Bangsa,63544,1,dr. H. MUHAMMAD ZAIRULLAH AZHAR,Laki-Laki,1,66,61965
KOTA TANGERANG SELATAN,E-Foto_4x6_Heru Widodo_Kalsel II.jpg,Partai Kebangkitan Bangsa,63639,2,"HERU WIDODO, S.Psi",Laki-Laki,1,66,61965
KOTA BANJARMASIN,FOTO-min.jpg,Partai Kebangkitan Bangsa,28508,3,"ANNISA HIDAYATI, S.H., M.H.",Perempuan,1,66,61965
KOTA BANJARMASIN,Erna Herliani-min.jpg,Partai Kebangkitan Bangsa,33126,4,"ERNA HERLIANI, S.Pd",Perempuan,1,66,61965
KOTA BANJARMASIN,FOTO4X6.jpg,Partai Kebangkitan Bangsa,63515,5,"DRS. GERILYANSYAH BASRINDU, M.M., PhD",Laki-Laki,1,66,61965
JAKARTA SELATAN,E_FOTO_H. kASPUL ANWAR.jpg,Partai Kebangkitan Bangsa,95660,1,"H. KASPUL ANWAR, S.H",Laki-Laki,1,67,64111
KOTA SAMARINDA,RINA.jpg,Partai Kebangkitan Bangsa,25407,2,RINA ZAINUN,Perempuan,1,67,64111
KOTA BALIKPAPAN,E_FOTO_HABIB YAHYA.JPG,Partai Kebangkitan Bangsa,77904,3,HABIB YAHYA ACHMAD AL MUHDAR,Laki-Laki,1,67,64111
KOTA SAMARINDA,E_FOTO_UNTORO RAJA BULAN_pagenumber.001.jpg,Partai Kebangkitan Bangsa,21549,4,UNTORO RAJA BULAN,Laki-Laki,1,67,64111
KOTA SAMARINDA,GUSTI.jpg,Partai Kebangkitan Bangsa,23247,5,GUSTI ADI RABIATUL ADAWIAH,Perempuan,1,67,64111
KOTAWARINGIN TIMUR,FOTO_pagenumber.001.jpg,Partai Kebangkitan Bangsa,70445,6,SUPARMAN,Laki-Laki,1,67,64111
KOTA SAMARINDA,FOTO 4X6.jpg,Partai Kebangkitan Bangsa,25293,7,"YULIANTY DYAH RAHMAWATY, S.E",Perempuan,1,67,64111
JAKARTA SELATAN,E_FOTO_RIZKI NURDIA ASTUTI_pagenumber.001.jpg,Partai Kebangkitan Bangsa,181163,8,RIZKI NURDIA ASTUTI,Perempuan,1,67,64111
JAKARTA TIMUR,E_FOTO_NAYOAN_SULUT.jpeg,Partai Kebangkitan Bangsa,140974,1,"DWIGHT GEORGE NAYOAN, S.H",Laki-Laki,1,68,65702
JEPARA,E-FOTO_ULIL_SULUT.png,Partai Kebangkitan Bangsa,70137,2,ULIL ALBAB,Laki-Laki,1,68,65702
JAKARTA TIMUR,E_FOTO_ARDIYANI_SULUT.jpeg,Partai Kebangkitan Bangsa,95227,3,ANDRIANI WIDYA ASTUTY W,Perempuan,1,68,65702
TEGAL,E-FOTO_FERY_SULUT.jpg,Partai Kebangkitan Bangsa,161544,4,FERY NURYANTO,Laki-Laki,1,68,65702
TULANG BAWANG BARAT,E_FOTO_FINA_SULUT.jpg,Partai Kebangkitan Bangsa,95586,5,"FINNA LUTVIYANITA, S.PD",Perempuan,1,68,65702
MUNA,E-FOTO_IKHSAN SARUNA_SULUT.jpg,Partai Kebangkitan Bangsa,295106,6,"MOHAMMAD IKHSAN SARUNA, ST",Laki-Laki,1,68,65702
JAKARTA TIMUR,"E-FOTO_RISHARYUDI TRIWIBOWO., M.M_SULAWESI TENGAH.jpg",Partai Kebangkitan Bangsa,20931,1,"RISHARYUDI TRIWIBOWO, M.M.",Laki-Laki,1,69,67393
JAKARTA TIMUR,E-FOTO_JAMIL ACHMAD_SULTENG.jpg,Partai Kebangkitan Bangsa,189778,2,JAMIL ACHMAD,Laki-Laki,1,69,67393
KOTA PALU,E_FOTO_NURIATI_SULTENG.jpg,Partai Kebangkitan Bangsa,124404,3,"NURIATI LUMBON, SH",Perempuan,1,69,67393
JAKARTA SELATAN,E-FOTO_ADRIYANTO_SULAWESI TENGAH.jpg,Partai Kebangkitan Bangsa,25655,4,"ADRIYANTO, S.E",Laki-Laki,1,69,67393
POSO,E_FOTO_AGUSTINUS_SULAWESI_SELATAN_II.png,Partai Kebangkitan Bangsa,39771,5,"AGUSTINUS P. R. LENGKOAN, S.Sos",Laki-Laki,1,69,67393
SIGI,E-FOTO_RUKMINI_SULTENG.jpg,Partai Kebangkitan Bangsa,124179,6,RUKMINI PAATA TOHEKE,Perempuan,1,69,67393
BANGGAI,E-FOTO_ANISSA_SULTENG.jpg,Partai Kebangkitan Bangsa,124611,7,"ANISSA PUTRI S. BARING, SE",Perempuan,1,69,67393
KOTA MAKASSAR,E-FOTO_HARUNA_SULSEL.jpg,Partai Kebangkitan Bangsa,25597,1,"H. HARUNA, M.A.,MBA",Laki-Laki,1,70,69268
KOTA MAKASSAR,E-FOTO_RAHMAN HALID_SULAWESI SELATAN I.jpg,Partai Kebangkitan Bangsa,45164,2,"Dr. Ir. H. A. ABD. RAHMAN HALID, M.M",Laki-Laki,1,70,69268
JAKARTA PUSAT,E-FOTO_SITTI SYAHRAINI_SULAWESI SELATAN I.jpg,Partai Kebangkitan Bangsa,29018,3,"SITTI SYAHRAENI, M.Pd",Perempuan,1,70,69268
KOTA MAKASSAR,E-FOTO_RAMZAH_SULAWESI SELATAN I_001.jpg,Partai Kebangkitan Bangsa,25690,4,"RAMZAH THABRAMAN, S.T., S.H",Laki-Laki,1,70,69268
KOTA MAKASSAR,E-FOTO_BURHANUDDIN_SULAWESI SELATAN I.jpg,Partai Kebangkitan Bangsa,20974,5,"Drs. H. BURHANUDDIN BT, M.M",Laki-Laki,1,70,69268
JAKARTA PUSAT,"E-FOTO_SURIYANTI R., S.E-SULAWESI SELATAN I.jpg",Partai Kebangkitan Bangsa,26084,6,"SURIYANTI R., S.E",Perempuan,1,70,69268
JENEPONTO,E-FOTO_ISNAAD IBRAHIM_SULSEL I.jpg,Partai Kebangkitan Bangsa,186082,7,"H. ISNAAD IBRAHIM, S.H",Laki-Laki,1,70,69268
KOTA MAKASSAR,E-FOTO_NURAENI_SULAWESI SELATAN I_001.jpg,Partai Kebangkitan Bangsa,67301,8,NURAENI S BAKRI,Perempuan,1,70,69268
JAKARTA PUSAT,E_FT_Andi_Muawiyah_Sulawesi_Selatan_II.JPG,Partai Kebangkitan Bangsa,32800,1,"Drs. H. ANDI MUAWIYAH RAMLY, M. Si",Laki-Laki,1,71,69268
KOTA MAKASSAR,E_FOTO_ANDI AHMAD_SULSEL II.jpeg,Partai Kebangkitan Bangsa,70836,2,"ANDI AHMAD PANDITA, S.T",Laki-Laki,1,71,69268
KOTA MAKASSAR,E-FOTO_ANDI TENRI_SULAWESI SELATAN II.jpg,Partai Kebangkitan Bangsa,25632,3,ANDI TENRI NANGNGA RAHMAN,Perempuan,1,71,69268
JAKARTA BARAT,E-FOTO_ANDI JAMRO_SULSEL II.JPG,Partai Kebangkitan Bangsa,187697,4,DR. H. ANDI JAMARO DULUNG,Laki-Laki,1,71,69268
BULUKUMBA,E_FOTO_ANDI_SULSEL_II.jpg,Partai Kebangkitan Bangsa,53883,5,"ANDI CAWA MIRI, S.H",Laki-Laki,1,71,69268
PANGKAJENE DAN KEPULAUAN,E_FOTO_FITRIANI_SULSEL II.jpeg,Partai Kebangkitan Bangsa,96155,6,FITRIYANTI,Perempuan,1,71,69268
MAROS,E-FOTO_ABDUL KADIR_SULSEL II.jpeg,Partai Kebangkitan Bangsa,214822,7,H. ANDI ABDUL KADIR,Laki-Laki,1,71,69268
JAKARTA PUSAT,E-FOTO_ARIANTO_SULAWESI SELATAN II.png,Partai Kebangkitan Bangsa,294332,8,ARIANTO AMIRUDDIN,Laki-Laki,1,71,69268
WAJO,E-FOTO_NURLAELA_SULSEL II.jpg,Partai Kebangkitan Bangsa,106298,9,NURLAELAH,Perempuan,1,71,69268
PINRANG,E_FOTO_YUNUS_SULAWESI_SELATAN_III.jpg,Partai Kebangkitan Bangsa,21122,1,"Dr. H. M. YUNUS SHAMAD, Lc., M.M",Laki-Laki,1,72,69268
KOTA BOGOR,E_FOTO_IDHAM ARSYAD_SULSEL III.jpeg,Partai Kebangkitan Bangsa,47530,2,IDHAM ARSYAD,Laki-Laki,1,72,69268
KOTA MAKASSAR,E-FOTO_ANITA_SULSEL III.jpg,Partai Kebangkitan Bangsa,45704,3,"HJ. ANITA OCTAVIANA ANDI LELUASA, S.E.,MM",Perempuan,1,72,69268
JAKARTA UTARA,E-FOTO_YONERIUS_SULAWESI_SELATAN_III.jpg,Partai Kebangkitan Bangsa,40548,4,"YONERIUS, M.Mar",Laki-Laki,1,72,69268
KOTA MAKASSAR,E-FOTO_SUMARNI_SULSEL II.jpg,Partai Kebangkitan Bangsa,22880,5,SUMARNI P,Perempuan,1,72,69268
JAKARTA BARAT,E-FOTO_SITI ROHIMAH_SULAWESI SELATAN III.jpeg,Partai Kebangkitan Bangsa,96840,6,SITI ROHIMAH,Perempuan,1,72,69268
JAKARTA PUSAT,E_FOTO_HARIYANTO_OGHIE_SULAWESI_SELATAN_III.jpg,Partai Kebangkitan Bangsa,21364,7,HARIANTO OGHIE,Laki-Laki,1,72,69268
KOTA BAU BAU,E-FOTO_BELE_ABETO_ZAIDIN_SULAWESI_TENGGARA.jpg,Partai Kebangkitan Bangsa,22839,1,"BELE ABETO ZAIDIN, S.E",Laki-Laki,1,73,72551
BUTON UTARA,E_FOTO_ANWAR ZANI_SULTRA.jpeg,Partai Kebangkitan Bangsa,52932,2,"ANWAR ZANI, SP",Laki-Laki,1,73,72551
KOTA KENDARI,E_FOTO_NASRIFAH_SULTRA.jpg,Partai Kebangkitan Bangsa,77825,3,NASRIPA,Perempuan,1,73,72551
MUNA,E-FOTO_PARAWANSA_SULTRA_001.jpg,Partai Kebangkitan Bangsa,294602,4,MUH. PARAWANSA,Laki-Laki,1,73,72551
KOTA BEKASI,E-FOTO_JAELANI_SULAWESI TENGGARA.jpg,Partai Kebangkitan Bangsa,25665,5,"JAELANI, S.IP., M.Si",Laki-Laki,1,73,72551
KOTA KENDARI,E-FOTO_ROSMIN_SULTRA.jpg,Partai Kebangkitan Bangsa,105213,6,ROSMIN,Perempuan,1,73,72551
JAKARTA TIMUR,E-Foto_Sigit Setiyawan_Gorontalo.jpg,Partai Kebangkitan Bangsa,96690,1,SIGIT SETIYAWAN,Laki-Laki,1,74,74716
GARUT,E-Foto_Tri Ulpah Naziah_Gorontalo.jpg,Partai Kebangkitan Bangsa,96316,2,TRI ULPAH NAZIAH,Perempuan,1,74,74716
LEBAK,E-Foto_Eha Julaeha_Gorontalo.jpg,Partai Kebangkitan Bangsa,223784,3,EHA JULAEHA,Perempuan,1,74,74716
POLEWALI MANDAR,E-Foto_Muhamamd Syibli Sahabuddin_Sulawesi Barat.jpg,Partai Kebangkitan Bangsa,21134,1,KH. MUHAMMAD SYBLI SAHABUDDIN,Laki-Laki,1,75,75425
MAMUJU,E-Foto_Ahmad Zainuddin_Sulawesi Barat.jpeg,Partai Kebangkitan Bangsa,23003,2,"AHMAD ZAINUDDIN, S.H",Laki-Laki,1,75,75425
MAMASA,E-Foto_Gita Maharani_Sulawesi Barat.jpeg,Partai Kebangkitan Bangsa,23059,3,GITA MAHARANI TIRANDA,Perempuan,1,75,75425
POLEWALI MANDAR,E-Foto_Hj. Nurjannah_Sulawesi Barat.pdf.jpeg,Partai Kebangkitan Bangsa,23045,4,HJ. NURJANNAH,Perempuan,1,75,75425
KOTA AMBON,E-FOTO_Habiba Pelu_Maluku.jpg,Partai Kebangkitan Bangsa,46639,1,"HABIBA PELU, SP., M.Si",Perempuan,1,76,76096
MALUKU TENGGARA,E-FOTO_Tony Tunavarni_Maluku.jpg,Partai Kebangkitan Bangsa,93333,2,TONY TUNAVARNY,Laki-Laki,1,76,76096
KOTA BEKASI,E-Foto_Samsuddin Rentua_Maluku.jpg,Partai Kebangkitan Bangsa,23030,3,Ir. SAMSUDIN RENTUA,Laki-Laki,1,76,76096
BOGOR,E-Foto_Rita Damayanti Kaplale_Maluku.jpg,Partai Kebangkitan Bangsa,124745,4,"RITA DAMAYANTI KAPLALE, SE., MSi",Perempuan,1,76,76096
JAKARTA SELATAN,E-Foto_Abdurrahman Lahabot_Maluku Utara.jpeg,Partai Kebangkitan Bangsa,53832,1,Drs. HI. ABD. RAHMAN LAHABATO,Laki-Laki,1,77,77085
BOGOR,E-Foto_Herman Sikumbang_Maluku Utara.jpeg,Partai Kebangkitan Bangsa,22923,2,HERMAN SIKUMBANG,Laki-Laki,1,77,77085
HALMAHERA BARAT,E-Foto_Noly Missy_Maluku Utara.jpg,Partai Kebangkitan Bangsa,23102,3,NOLY MISSY,Perempuan,1,77,77085
MIMIKA,E-Foto_Peggi Patricia Pattipi_Papua.jpg,Partai Kebangkitan Bangsa,25411,1,PEGGI PATRISIA PATTIPI,Perempuan,1,78,78203
KOTA JAYAPURA,E-Foto_Amir Mahmud Madibun_Papua.jpg,Partai Kebangkitan Bangsa,21229,2,"AMIR MAHMUD MADUBUN, SH.,MH",Laki-Laki,1,78,78203
NABIRE,E-Foto 4x6_Marthen Douw_Papua.jpg,Partai Kebangkitan Bangsa,39805,3,MARTHEN DOUW,Laki-Laki,1,78,78203
PUNCAK,E-Foto_Yanes Murib_Papua.jpeg,Partai Kebangkitan Bangsa,95872,4,YANES MURIB,Laki-Laki,1,78,78203
KOTA JAYAPURA,E-Foto_Indrajaya_Papua.jpg,Partai Kebangkitan Bangsa,23079,5,"INDRAJAYA, SE",Laki-Laki,1,78,78203
JAKARTA PUSAT,E-FOTO_Esa Divinubun_Papua.jpg,Partai Kebangkitan Bangsa,22933,6,"ESA DIVINUBUN, S.Pi.,M.Si",Perempuan,1,78,78203
NABIRE,E-Foto_Yehuda Gobai_Papua.jpeg,Partai Kebangkitan Bangsa,52901,7,YEHUDA GOBAI,Laki-Laki,1,78,78203
BIAK NUMFOR,E-Foto_Yusuf Melianus Maryen_Papua.jpg,Partai Kebangkitan Bangsa,39721,8,"YUSUF MELIANUS MARYEN, S.Sos.,MM",Laki-Laki,1,78,78203
KOTA JAYAPURA,E-Foto_Astri Sri Hariani_Papua.jpeg,Partai Kebangkitan Bangsa,223719,9,ASTRI SRI HARIANI,Perempuan,1,78,78203
KOTA MEDAN,E-Foto_Yohanes BP Manik_Papua.jpg,Partai Kebangkitan Bangsa,295958,10,YOHANNES BP MANIK,Laki-Laki,1,78,78203
MANOKWARI,E-Foto_Irene Manibuy_Papua Barat.jpeg,Partai Kebangkitan Bangsa,21381,1,"IRENE MANIBUY, SH",Perempuan,1,79,81877
KOTA BEKASI,E-Foto_Abdul Kadir Zailani_Papua Barat.jpg,Partai Kebangkitan Bangsa,21248,2,ABDUL KADIR ZAILANI H.DH,Laki-Laki,1,79,81877
LEBAK,E-Foto _Intan Pandini_Papua Barat.jpg,Partai Kebangkitan Bangsa,223005,3,INTAN PANDINI,Perempuan,1,79,81877
TANA TIDUNG,4x6jpg.jpg,Partai Kebangkitan Bangsa,67356,1,"SURYA MAULANA, S.AP., M.Ap",Laki-Laki,1,80,928068
BOGOR,PASFOTO_FATHONI.jpg,Partai Kebangkitan Bangsa,20923,2,"AKHMAD FATHONI FUTHAKI, S.Sos",Laki-Laki,1,80,928068
KOTA SAMARINDA,PASFOTO4X6.jpg,Partai Kebangkitan Bangsa,40241,3,NINIK HERIYANTI KAHARU,Perempuan,1,80,928068
PIDIE,WhatsApp Image 2018-07-31 at 13.30.59.jpeg,PARTAI GERAKAN INDONESIA RAYA,74044,1,"FADHLULLAH, SE",Laki-Laki,2,1,1
JAKARTA BARAT,WhatsApp Image 2018-07-31 at 13.30.35.jpeg,PARTAI GERAKAN INDONESIA RAYA,112211,2,"Dr. ASFIFUDDIN, SH, MH",Laki-Laki,2,1,1
KOTA BANDA ACEH,11. PAS FOTO.jpg,PARTAI GERAKAN INDONESIA RAYA,95925,3,Dra. HJ. ZULHAFAH,Perempuan,2,1,1
KOTA BANDA ACEH,FOTO 4X6_20180715_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,170728,4,"ABDULLAH SALEH, SH",Laki-Laki,2,1,1
ACEH BESAR,foto Ainal Mardiah.jpg,PARTAI GERAKAN INDONESIA RAYA,169793,5,AINAL MARDHIAH,Perempuan,2,1,1
KOTA BANDA ACEH,FOTO 4 X 6 SAYUTHI.jpg,PARTAI GERAKAN INDONESIA RAYA,298664,6,"Drs. H. SAYUTHI IS, MM",Laki-Laki,2,1,1
JAKARTA PUSAT,FOTO_20180731_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,120465,7,CUT MEUTIA ADRINA,Perempuan,2,1,1
KOTA BANDA ACEH,WhatsApp Image 2018-07-31 at 13.44.21.jpeg,PARTAI GERAKAN INDONESIA RAYA,111867,1,"Ir. H. T. A. KHALID, M.M",Laki-Laki,2,2,1
KOTA BANDA ACEH,img018.jpg,PARTAI GERAKAN INDONESIA RAYA,202755,2,CUT PUTEH,Perempuan,2,2,1
KOTA LANGSA,FOTO_20180716_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,234067,3,"T. ZAINAL ABIDIN, S.Pd.I",Laki-Laki,2,2,1
KOTA BANDA ACEH,Pas Photo.jpg,PARTAI GERAKAN INDONESIA RAYA,256998,4,"FERRY MUNANDAR, ST",Laki-Laki,2,2,1
ACEH TENGAH,IMG_9046d.jpg,PARTAI GERAKAN INDONESIA RAYA,81420,5,"Ir. H. NASARUDDIN, MM",Laki-Laki,2,2,1
KOTA BANDA ACEH,pasphoto DPRRI 4x6.jpg,PARTAI GERAKAN INDONESIA RAYA,169232,6,"SITI NURMASYITHAH, S.Sos",Perempuan,2,2,1
JAKARTA SELATAN,fhoto 3x4..jpeg,PARTAI GERAKAN INDONESIA RAYA,114596,1,"ROMO H.R. MUHAMMAD SYAFII, SH,.M.Hum.",Laki-Laki,2,3,6728
JAKARTA SELATAN,FOTO_20180711_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,133340,2,"SITI JAMALIAH, SH",Perempuan,2,3,6728
JAKARTA UTARA,FOTO_20180711_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,114908,3,EDI KUSUMA,Laki-Laki,2,3,6728
JAKARTA TIMUR,foto 3x4.jpg,PARTAI GERAKAN INDONESIA RAYA,136941,4,"ISKANDAR H. P. SITORUS, SH",Laki-Laki,2,3,6728
KOTA MEDAN,fhoto 3x4.jpeg,PARTAI GERAKAN INDONESIA RAYA,114798,5,"M. HUSNI, SE",Laki-Laki,2,3,6728
DELI SERDANG,4X6 Hj. Fatmawati.jpg,PARTAI GERAKAN INDONESIA RAYA,185262,6,"HJ. FATMAWATY, SH",Perempuan,2,3,6728
KOTA TANGERANG SELATAN,FOTO_20180711_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,77307,7,"Ir. MUHAMMAD AZHARI, MH",Laki-Laki,2,3,6728
JAKARTA SELATAN,FOTO_20180711_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,114803,8,"RUSLIM ROHIMUN, SE",Laki-Laki,2,3,6728
JAKARTA BARAT,4x6 maharani.jpg,PARTAI GERAKAN INDONESIA RAYA,137382,9,"MAHARANI SITI SHOPIA, SH., MH",Perempuan,2,3,6728
JAKARTA SELATAN,foto_Page_1.jpg,PARTAI GERAKAN INDONESIA RAYA,294146,10,"EMIL M IBRAHIM, SH., MBA",Laki-Laki,2,3,6728
KOTA MEDAN,4x6.jpg,PARTAI GERAKAN INDONESIA RAYA,122317,1,"H. GUS IRAWAN PASARIBU, SE., Ak., MM., CA",Laki-Laki,2,4,6728
JAKARTA TIMUR,11. Pasfoto merah (warna) baru.jpg,PARTAI GERAKAN INDONESIA RAYA,51351,2,"DERMAWATI HAREFA, SH",Perempuan,2,4,6728
KOTA MEDAN,PAS FOTO SALOMO.jpg,PARTAI GERAKAN INDONESIA RAYA,206393,3,Ir. SALOMO PARLINDUNGAN HUTABARAT,Laki-Laki,2,4,6728
KOTA MEDAN,FOTO_20180711_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,123874,4,"DR. ALI YUSRAN GEA, SH., MKn., MH",Laki-Laki,2,4,6728
KOTA MEDAN,4x6.jpg,PARTAI GERAKAN INDONESIA RAYA,147998,5,"M ALI BRANTAS SARAGIH, ST",Laki-Laki,2,4,6728
KOTA PADANG SIDIMPUAN,WhatsApp Image 2018-07-14 at 03.01.44(1).jpg,PARTAI GERAKAN INDONESIA RAYA,189957,6,JAMILAH SIREGAR,Perempuan,2,4,6728
KOTA MEDAN,PASS PHOTO_20180714_0001.jpg,PARTAI GERAKAN INDONESIA RAYA,181329,7,Ir. ABDUL WAHAB SIREGAR,Laki-Laki,2,4,6728
KOTA MEDAN,7228_frans foto_20180715141429-001.jpg,PARTAI GERAKAN INDONESIA RAYA,205359,8,"Drs. FRANS ANTHONY SIHOMBING, MM",Laki-Laki,2,4,6728
KOTA PADANG SIDIMPUAN,fhoto.jpg,PARTAI GERAKAN INDONESIA RAYA,189710,9,"FITRI MARINA RITONGA, S. Kom",Perempuan,2,4,6728
KOTA MEDAN,20180726214808.jpg,PARTAI GERAKAN INDONESIA RAYA,294249,10,Ir. ALBERT P. SILITONGA,Laki-Laki,2,4,6728
JAKARTA SELATAN,martin 4x3 baru.jpg,PARTAI GERAKAN INDONESIA RAYA,138926,1,MARTIN H HUTABARAT,Laki-Laki,2,5,6728
LANGKAT,PAS PHOTO UKURAN 4X6.jpg,PARTAI GERAKAN INDONESIA RAYA,175637,2,"Prof. DR, Ir. DJOHAR ARIFIN HUSIN",Laki-Laki,2,5,6728
JAKARTA TIMUR,malau.jpg,PARTAI GERAKAN INDONESIA RAYA,147535,3,"NORA MALAU, S.Th, M.Th",Perempuan,2,5,6728
KOTA PADANG,PAS FOTO 4X6 DWI.jpeg,PARTAI GERAKAN INDONESIA RAYA,201705,4,"DWI APRIYANTI, S.Pd",Perempuan,2,5,6728
KARO,PAS FOTO 4X6 THOMAS.jpeg,PARTAI GERAKAN INDONESIA RAYA,150811,5,THOMAS JOVERSON GINTING,Laki-Laki,2,5,6728
KOTA MEDAN,SUGIAT.jpeg,PARTAI GERAKAN INDONESIA RAYA,138305,6,"SUGIAT SANTOSO, SE., M.SP",Laki-Laki,2,5,6728
LANGKAT,fhoto sri kumala.jpeg,PARTAI GERAKAN INDONESIA RAYA,198685,7,"SRI KUMALA DEVI, Am. Keb.",Perempuan,2,5,6728
JAKARTA UTARA,PAS POTO 4X6 JONNY.jpeg,PARTAI GERAKAN INDONESIA RAYA,140279,8,"JONNY BUYUNG SARAGI, S.H., M.H.",Laki-Laki,2,5,6728
KOTA TANGERANG SELATAN,PAS POTO 4X6 ANDI.jpeg,PARTAI GERAKAN INDONESIA RAYA,182721,9,Ir. ANDI AKMAL AMNUR,Laki-Laki,2,5,6728
JAKARTA SELATAN,gatta.jpg,PARTAI GERAKAN INDONESIA RAYA,77471,10,"Drs. GATTA CHAIRUDDIN, SH",Laki-Laki,2,5,6728
